Comunidad autónoma;Sexo;Distintos grupos de edad;Tipo de tasa;Periodo;Total
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;2000TI;77,77
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1999TIV;77,37
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1999TIII;76,76
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1999TII;76,55
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1999TI;76,27
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1998TIV;76,52
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1998TIII;76,24
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1998TII;75,97
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1998TI;75,96
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1997TIV;76,03
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1997TIII;75,78
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1997TII;75,74
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1997TI;75,53
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1996TIV;75,49
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1996TIII;75,22
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1996TII;75,03
Total nacional;ambos sexos;de 25 a 54 años;tasas de actividad;1996TI;74,73
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;2001TIV;9,34
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;2001TIII;8,93
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;2001TII;9,10
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;2001TI;9,71
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;2000TIV;11,83
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;2000TIII;11,98
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;2000TII;12,22
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;2000TI;13,05
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1999TIV;13,40
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1999TIII;13,39
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1999TII;13,64
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1999TI;14,88
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1998TIV;15,89
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1998TIII;16,23
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1998TII;16,60
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1998TI;17,19
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1997TIV;17,80
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1997TIII;17,86
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1997TII;18,32
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1997TI;18,72
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1996TIV;18,89
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1996TIII;18,86
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1996TII;19,57
Total nacional;ambos sexos;de 25 a 54 años;tasas de paro;1996TI;20,10
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;2001TIV;69,81
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;2001TIII;69,65
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;2001TII;69,41
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;2001TI;68,95
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;2000TIV;68,99
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;2000TIII;68,53
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;2000TII;68,33
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;2000TI;67,62
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1999TIV;67,01
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1999TIII;66,49
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1999TII;66,11
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1999TI;64,92
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1998TIV;64,36
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1998TIII;63,86
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1998TII;63,36
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1998TI;62,90
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1997TIV;62,50
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1997TIII;62,25
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1997TII;61,86
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1997TI;61,38
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1996TIV;61,22
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1996TIII;61,03
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1996TII;60,35
Total nacional;ambos sexos;de 25 a 54 años;tasas de empleo;1996TI;59,71
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;2001TIV;16,88
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;2001TIII;16,69
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;2001TII;16,65
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;2001TI;16,54
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;2000TIV;16,68
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;2000TIII;16,52
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;2000TII;16,38
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;2000TI;15,94
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1999TIV;15,89
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1999TIII;15,75
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1999TII;15,76
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1999TI;15,83
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1998TIV;15,88
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1998TIII;16,15
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1998TII;16,13
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1998TI;16,00
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1997TIV;16,14
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1997TIII;16,03
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1997TII;16,05
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1997TI;15,93
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1996TIV;16,10
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1996TIII;16,13
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1996TII;16,23
Total nacional;ambos sexos;de 55 y más años;tasas de actividad;1996TI;16,24
Total nacional;ambos sexos;de 55 y más años;tasas de paro;2001TIV;6,26
Total nacional;ambos sexos;de 55 y más años;tasas de paro;2001TIII;6,17
Total nacional;ambos sexos;de 55 y más años;tasas de paro;2001TII;6,04
Total nacional;ambos sexos;de 55 y más años;tasas de paro;2001TI;6,06
Total nacional;ambos sexos;de 55 y más años;tasas de paro;2000TIV;8,49
Total nacional;ambos sexos;de 55 y más años;tasas de paro;2000TIII;8,35
Total nacional;ambos sexos;de 55 y más años;tasas de paro;2000TII;9,31
Total nacional;ambos sexos;de 55 y más años;tasas de paro;2000TI;9,73
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1999TIV;9,58
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1999TIII;9,33
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1999TII;9,04
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1999TI;9,13
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1998TIV;10,14
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1998TIII;9,53
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1998TII;9,76
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1998TI;10,02
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1997TIV;10,55
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1997TIII;11,03
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1997TII;10,93
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1997TI;11,07
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1996TIV;11,05
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1996TIII;11,33
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1996TII;10,90
Total nacional;ambos sexos;de 55 y más años;tasas de paro;1996TI;10,68
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;2001TIV;15,83
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;2001TIII;15,66
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;2001TII;15,64
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;2001TI;15,54
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;2000TIV;15,26
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;2000TIII;15,14
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;2000TII;14,86
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;2000TI;14,39
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1999TIV;14,37
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1999TIII;14,28
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1999TII;14,33
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1999TI;14,38
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1998TIV;14,27
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1998TIII;14,61
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1998TII;14,56
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1998TI;14,39
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1997TIV;14,43
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1997TIII;14,26
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1997TII;14,29
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1997TI;14,17
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1996TIV;14,32
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1996TIII;14,31
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1996TII;14,47
Total nacional;ambos sexos;de 55 y más años;tasas de empleo;1996TI;14,50
Total nacional;varones;total;tasas de actividad;2001TIV;66,55
Total nacional;varones;total;tasas de actividad;2001TIII;66,59
Total nacional;varones;total;tasas de actividad;2001TII;66,08
Total nacional;varones;total;tasas de actividad;2001TI;65,69
Total nacional;varones;total;tasas de actividad;2000TIV;66,88
Total nacional;varones;total;tasas de actividad;2000TIII;66,96
Total nacional;varones;total;tasas de actividad;2000TII;66,22
Total nacional;varones;total;tasas de actividad;2000TI;65,90
Total nacional;varones;total;tasas de actividad;1999TIV;65,88
Total nacional;varones;total;tasas de actividad;1999TIII;66,04
Total nacional;varones;total;tasas de actividad;1999TII;65,40
Total nacional;varones;total;tasas de actividad;1999TI;65,45
Total nacional;varones;total;tasas de actividad;1998TIV;65,66
Total nacional;varones;total;tasas de actividad;1998TIII;65,84
Total nacional;varones;total;tasas de actividad;1998TII;65,21
Total nacional;varones;total;tasas de actividad;1998TI;65,09
Total nacional;varones;total;tasas de actividad;1997TIV;65,20
Total nacional;varones;total;tasas de actividad;1997TIII;65,15
Total nacional;varones;total;tasas de actividad;1997TII;64,94
Total nacional;varones;total;tasas de actividad;1997TI;64,93
Total nacional;varones;total;tasas de actividad;1996TIV;65,17
Total nacional;varones;total;tasas de actividad;1996TIII;65,32
Total nacional;varones;total;tasas de actividad;1996TII;64,97
Total nacional;varones;total;tasas de actividad;1996TI;65,03
Total nacional;varones;total;tasas de paro;2001TIV;7,62
Total nacional;varones;total;tasas de paro;2001TIII;7,29
Total nacional;varones;total;tasas de paro;2001TII;7,35
Total nacional;varones;total;tasas de paro;2001TI;7,92
Total nacional;varones;total;tasas de paro;2000TIV;9,29
Total nacional;varones;total;tasas de paro;2000TIII;9,16
Total nacional;varones;total;tasas de paro;2000TII;9,45
Total nacional;varones;total;tasas de paro;2000TI;10,34
Total nacional;varones;total;tasas de paro;1999TIV;10,53
Total nacional;varones;total;tasas de paro;1999TIII;10,33
Total nacional;varones;total;tasas de paro;1999TII;10,71
Total nacional;varones;total;tasas de paro;1999TI;12,18
Total nacional;varones;total;tasas de paro;1998TIV;12,86
Total nacional;varones;total;tasas de paro;1998TIII;13,09
Total nacional;varones;total;tasas de paro;1998TII;13,66
Total nacional;varones;total;tasas de paro;1998TI;14,67
Total nacional;varones;total;tasas de paro;1997TIV;15,18
Total nacional;varones;total;tasas de paro;1997TIII;15,28
Total nacional;varones;total;tasas de paro;1997TII;16,11
Total nacional;varones;total;tasas de paro;1997TI;16,76
Total nacional;varones;total;tasas de paro;1996TIV;16,94
Total nacional;varones;total;tasas de paro;1996TIII;16,87
Total nacional;varones;total;tasas de paro;1996TII;17,58
Total nacional;varones;total;tasas de paro;1996TI;18,32
Total nacional;varones;total;tasas de empleo;2001TIV;61,47
Total nacional;varones;total;tasas de empleo;2001TIII;61,74
Total nacional;varones;total;tasas de empleo;2001TII;61,22
Total nacional;varones;total;tasas de empleo;2001TI;60,49
Total nacional;varones;total;tasas de empleo;2000TIV;60,67
Total nacional;varones;total;tasas de empleo;2000TIII;60,83
Total nacional;varones;total;tasas de empleo;2000TII;59,97
Total nacional;varones;total;tasas de empleo;2000TI;59,09
Total nacional;varones;total;tasas de empleo;1999TIV;58,94
Total nacional;varones;total;tasas de empleo;1999TIII;59,22
Total nacional;varones;total;tasas de empleo;1999TII;58,39
Total nacional;varones;total;tasas de empleo;1999TI;57,48
Total nacional;varones;total;tasas de empleo;1998TIV;57,21
Total nacional;varones;total;tasas de empleo;1998TIII;57,22
Total nacional;varones;total;tasas de empleo;1998TII;56,30
Total nacional;varones;total;tasas de empleo;1998TI;55,54
Total nacional;varones;total;tasas de empleo;1997TIV;55,30
Total nacional;varones;total;tasas de empleo;1997TIII;55,19
Total nacional;varones;total;tasas de empleo;1997TII;54,48
Total nacional;varones;total;tasas de empleo;1997TI;54,05
Total nacional;varones;total;tasas de empleo;1996TIV;54,13
Total nacional;varones;total;tasas de empleo;1996TIII;54,30
Total nacional;varones;total;tasas de empleo;1996TII;53,55
Total nacional;varones;total;tasas de empleo;1996TI;53,12
Total nacional;varones;menores de 25 años;tasas de actividad;2001TIV;52,66
Total nacional;varones;menores de 25 años;tasas de actividad;2001TIII;54,08
Total nacional;varones;menores de 25 años;tasas de actividad;2001TII;50,86
Total nacional;varones;menores de 25 años;tasas de actividad;2001TI;50,08
Total nacional;varones;menores de 25 años;tasas de actividad;2000TIV;52,38
Total nacional;varones;menores de 25 años;tasas de actividad;2000TIII;53,94
Total nacional;varones;menores de 25 años;tasas de actividad;2000TII;49,76
Total nacional;varones;menores de 25 años;tasas de actividad;2000TI;49,14
Total nacional;varones;menores de 25 años;tasas de actividad;1999TIV;49,66
Total nacional;varones;menores de 25 años;tasas de actividad;1999TIII;51,19
Total nacional;varones;menores de 25 años;tasas de actividad;1999TII;48,69
Total nacional;varones;menores de 25 años;tasas de actividad;1999TI;49,00
Total nacional;varones;menores de 25 años;tasas de actividad;1998TIV;48,87
Total nacional;varones;menores de 25 años;tasas de actividad;1998TIII;49,95
Total nacional;varones;menores de 25 años;tasas de actividad;1998TII;47,55
Total nacional;varones;menores de 25 años;tasas de actividad;1998TI;47,23
Total nacional;varones;menores de 25 años;tasas de actividad;1997TIV;47,38
Total nacional;varones;menores de 25 años;tasas de actividad;1997TIII;47,68
Total nacional;varones;menores de 25 años;tasas de actividad;1997TII;46,70
Total nacional;varones;menores de 25 años;tasas de actividad;1997TI;46,92
Total nacional;varones;menores de 25 años;tasas de actividad;1996TIV;47,50
Total nacional;varones;menores de 25 años;tasas de actividad;1996TIII;48,44
Total nacional;varones;menores de 25 años;tasas de actividad;1996TII;46,79
Total nacional;varones;menores de 25 años;tasas de actividad;1996TI;47,39
Total nacional;varones;menores de 25 años;tasas de paro;2001TIV;16,85
Total nacional;varones;menores de 25 años;tasas de paro;2001TIII;16,32
Total nacional;varones;menores de 25 años;tasas de paro;2001TII;16,41
Total nacional;varones;menores de 25 años;tasas de paro;2001TI;17,12
Total nacional;varones;menores de 25 años;tasas de paro;2000TIV;20,08
Total nacional;varones;menores de 25 años;tasas de paro;2000TIII;20,08
Total nacional;varones;menores de 25 años;tasas de paro;2000TII;19,49
Total nacional;varones;menores de 25 años;tasas de paro;2000TI;21,74
Total nacional;varones;menores de 25 años;tasas de paro;1999TIV;22,30
Total nacional;varones;menores de 25 años;tasas de paro;1999TIII;21,69
Total nacional;varones;menores de 25 años;tasas de paro;1999TII;22,81
Total nacional;varones;menores de 25 años;tasas de paro;1999TI;25,95
Total nacional;varones;menores de 25 años;tasas de paro;1998TIV;27,21
Total nacional;varones;menores de 25 años;tasas de paro;1998TIII;28,24
Total nacional;varones;menores de 25 años;tasas de paro;1998TII;29,34
